date,open,high,low,close,volume
2020-06-10,94.7788,95.1835,94.327,94.7317,582627
2020-06-11,94.8044,95.546,94.1391,94.8807,1334259
2020-06-12,95.1263,96.2662,92.5139,93.6538,1257152
2020-06-15,93.3799,94.9512,92.5358,94.107,766903
2020-06-16,93.9339,94.6491,92.4279,93.143,1512160
2020-06-17,93.0659,95.4094,92.1603,94.5038,393595
2020-06-18,94.6841,95.4227,94.1171,94.8557,1290145
2020-06-19,94.8841,95.5581,94.3962,95.0703,1706746
2020-06-22,95.0771,95.7105,93.7901,94.4234,1567664
2020-06-23,94.5708,94.9169,94.0386,94.3847,496451
2020-06-24,94.4725,96.2272,90.2244,91.9791,1632756
2020-06-25,91.8632,92.7165,89.8595,90.7129,1083295
2020-06-26,90.4881,92.2207,89.6217,91.3543,376497
2020-06-29,91.3336,92.8172,87.3604,88.8441,987861
2020-06-30,89.0467,91.2062,87.9725,90.132,701545
2020-07-01,90.1851,91.5166,86.7965,88.1279,1825450
2020-07-02,87.8917,90.3966,86.812,89.3169,859846
2020-07-03,89.2848,90.3172,87.4312,88.4636,1206072
2020-07-06,88.4024,90.8182,87.2582,89.674,1347030
2020-07-07,89.7183,90.7276,89.0346,90.0438,963928
2020-07-08,90.0909,91.2669,87.1292,88.3052,429925
2020-07-09,88.5443,91.4766,87.1786,90.111,1958252
2020-07-10,90.0234,93.4967,88.6503,92.1236,663464
2020-07-13,92.0728,92.9435,91.3262,92.1969,834581
2020-07-14,92.2597,93.0141,91.2523,92.0067,821936
2020-07-15,92.22,92.834,91.3498,91.9638,1507680
2020-07-16,92.0776,93.2512,89.7211,90.8947,338020
2020-07-17,90.8788,93.6692,89.6691,92.4595,621122
2020-07-20,92.634,93.5184,91.0407,91.9251,1835944
2020-07-21,91.917,92.2394,91.6984,92.0208,1562993
2020-07-22,92.2767,93.5024,89.9541,91.1797,1231166
2020-07-23,91.0607,91.8697,89.7569,90.5659,1552253
2020-07-24,90.3634,91.1452,88.3616,89.1433,814179
2020-07-27,89.32,91.9881,88.2744,90.9425,1690679
2020-07-28,90.8319,91.4069,90.353,90.9281,1646393
2020-07-29,91.1176,93.4788,89.9638,92.325,1072509
2020-07-30,92.3856,92.7303,92.1494,92.4941,1481957
2020-07-31,92.499,93.5293,90.7379,91.7681,599876
2020-08-03,91.5408,91.8485,91.2121,91.5199,691882
2020-08-04,91.6771,92.7039,89.9555,90.9823,1337571
2020-08-05,90.7454,91.9214,89.9952,91.1713,274881
2020-08-06,91.4257,92.0794,90.2199,90.8736,1838403
2020-08-07,91.0792,91.5848,90.1712,90.6769,1573485
2020-08-10,90.5697,91.437,88.2576,89.125,757676
2020-08-11,88.926,89.3657,87.8846,88.3242,678479
2020-08-12,88.5286,92.1569,87.0115,90.6398,236289
2020-08-13,90.6289,91.4957,89.113,89.9799,834617
2020-08-14,89.7773,90.8537,87.7743,88.8506,532994
2020-08-17,88.8499,90.1222,88.2245,89.4969,1796728
2020-08-18,89.3609,93.1859,87.6532,91.4782,1879251
2020-08-19,91.4277,92.4969,88.7462,89.8154,577845
2020-08-20,89.891,90.5972,89.0486,89.7548,210902
2020-08-21,89.9785,91.0085,88.1317,89.1618,607178
2020-08-24,89.3227,90.58,85.9008,87.1581,296949
2020-08-25,86.9808,89.6005,85.7192,88.3388,1476983
2020-08-26,88.3268,89.1411,87.7264,88.5407,376998
2020-08-27,88.5364,89.5135,87.881,88.8581,579622
2020-08-28,89.119,90.1824,87.0679,88.1313,1805312
2020-08-31,87.9129,89.8524,87.0002,88.9398,1533121
2020-09-01,88.9455,89.5583,87.867,88.4798,889969
2020-09-02,88.6997,89.0852,88.1428,88.5283,448981
2020-09-03,88.4746,89.6107,86.2235,87.3596,1444899
2020-09-04,87.2347,88.4032,84.9098,86.0783,745694
2020-09-07,86.1072,89.182,84.9623,88.0371,1470575
2020-09-08,87.9421,88.6228,86.9549,87.6356,1680022
2020-09-09,87.8602,88.6888,87.4198,88.2484,981207
2020-09-10,88.0286,88.8383,87.6292,88.439,448721
2020-09-11,88.2834,88.5698,87.8261,88.1126,1518288
2020-09-14,87.8926,88.3992,87.2019,87.7085,1750719
2020-09-15,87.82,89.4594,87.1068,88.7462,1030206
2020-09-16,88.636,88.8876,88.3376,88.5892,938602
2020-09-17,88.8019,89.0358,88.3909,88.6248,1175319
2020-09-18,88.8341,89.1771,88.5354,88.8785,1785386
2020-09-21,89.1112,91.8628,87.8297,90.5814,752265
2020-09-22,90.4488,92.3185,89.756,91.6256,773951
2020-09-23,91.3511,93.1169,90.508,92.2738,203493
2020-09-24,92.2116,92.9099,91.0187,91.7171,253369
2020-09-25,91.9716,93.0065,89.1054,90.1403,1267954
2020-09-28,90.283,92.4233,89.3919,91.5322,1938850
2020-09-29,91.2904,94.372,89.8363,92.9179,678135
2020-09-30,93.0308,93.7988,92.1131,92.8811,684294
2020-10-01,93.1135,94.6124,92.2061,93.7051,695294
2020-10-02,93.968,95.4371,93.3454,94.8145,756720
2020-10-05,94.9374,97.0508,93.8511,95.9646,1781836
2020-10-06,96.1736,98.1035,95.2755,97.2055,1874853
2020-10-07,97.4048,97.9676,96.124,96.6869,851330
2020-10-08,96.6047,100.0967,95.1694,98.6613,1040110
2020-10-09,98.424,99.757,95.7843,97.1173,384236
2020-10-12,97.2499,99.4239,96.0861,98.2602,573650
2020-10-13,98.0461,99.7031,97.26,98.917,1334665
2020-10-14,98.8483,100.7758,98.1116,100.0391,267876
2020-10-15,100.3367,104.142,98.6004,102.4057,1169193
2020-10-16,102.4424,105.8935,100.7771,104.2282,1151291
2020-10-19,104.2418,105.456,101.4873,102.7015,303624
2020-10-20,102.9775,104.4538,99.0441,100.5204,1066463
2020-10-21,100.3901,102.5742,99.3551,101.5392,828040
2020-10-22,101.8435,103.2042,98.8692,100.2299,435943
2020-10-23,100.4777,101.0259,99.6614,100.2097,1300173
2020-10-26,100.1279,102.1646,99.2268,101.2635,1752848
2020-10-27,101.1585,102.413,97.913,99.1674,703494
2020-10-28,98.9452,100.4378,95.0331,96.5256,1209870
2020-10-29,96.7664,97.127,96.5606,96.9213,1975074
2020-10-30,96.7385,97.4461,96.3308,97.0383,1742105
2020-11-02,96.7524,97.5013,96.0385,96.7873,1638141
2020-11-03,97.0139,97.173,96.7405,96.8996,868938
2020-11-04,96.9567,98.0458,94.7879,95.877,1107581
2020-11-05,95.9759,97.5141,92.5137,94.052,297339
2020-11-06,94.1836,94.6364,93.5072,93.96,1847952
2020-11-09,93.7022,94.5776,91.9802,92.8556,231003
2020-11-10,92.6283,93.7004,89.8546,90.9268,262533
2020-11-11,90.9267,92.6427,90.028,91.7439,279340
2020-11-12,91.4964,92.5117,90.815,91.8304,604170
2020-11-13,91.8328,93.3748,90.9626,92.5047,1812603
2020-11-16,92.6358,93.6338,90.409,91.407,1846698
2020-11-17,91.4933,92.5289,89.7128,90.7484,1177619
2020-11-18,90.8119,91.9759,88.5093,89.6733,1115691
2020-11-19,89.4292,90.1823,88.008,88.7611,798285
2020-11-20,88.6209,90.02,87.8312,89.2303,506372
2020-11-23,89.4431,90.1824,87.7183,88.4575,1366466
2020-11-24,88.2576,90.2098,87.1829,89.1351,1226162
2020-11-25,89.1529,90.558,88.3737,89.7788,1096683
2020-11-26,89.5364,94.6622,87.4073,92.533,1514415
2020-11-27,92.7769,93.9636,89.7397,90.9264,682599
2020-11-30,90.7473,93.6452,89.3272,92.2251,1286148
2020-12-01,92.1753,92.4678,91.9742,92.2666,1682242
2020-12-02,92.2925,92.8683,91.8267,92.4024,282582
2020-12-03,92.5236,93.5781,89.6721,90.7265,949183
2020-12-04,90.9646,91.4834,89.812,90.3307,266113
2020-12-07,90.4588,92.5047,89.413,91.4589,453200
2020-12-08,91.3751,91.73,91.1696,91.5245,932757
2020-12-09,91.2913,92.3666,90.7194,91.7947,1001272
2020-12-10,91.909,92.2735,91.2267,91.5913,229269
2020-12-11,91.8509,94.502,90.5617,93.2127,346251
2020-12-14,92.9426,93.6525,92.6105,93.3203,351344
2020-12-15,93.4741,95.16,88.9948,90.6806,1852000
2020-12-16,90.5044,91.3507,89.1473,89.9936,1356616
2020-12-17,89.972,91.5815,86.1022,87.7117,781946
2020-12-18,87.7236,90.1231,81.4596,83.8591,989211
2020-12-21,83.9166,84.7408,82.6873,83.5114,1035034
2020-12-22,83.7567,86.4983,82.7772,85.5187,353935
2020-12-23,85.6149,86.4476,85.0327,85.8654,655762
2020-12-24,85.81,86.8753,83.6033,84.6686,1777617
2020-12-25,84.7778,85.7642,82.8013,83.7876,525285
2020-12-28,83.7709,86.8977,82.407,85.5337,863276
2020-12-29,85.4892,86.4109,85.0977,86.0194,1035270
2020-12-30,85.95,86.6943,85.6129,86.3572,1789708
2020-12-31,86.3538,87.1853,85.7291,86.5606,1905656
2021-01-01,86.4469,87.5223,85.8002,86.8756,1296631
2021-01-04,86.7412,89.0941,85.7977,88.1507,1468844
2021-01-05,87.9648,89.7351,87.3117,89.082,1317741
2021-01-06,89.05,90.2307,88.3897,89.5704,1130001
2021-01-07,89.4593,90.0977,87.825,88.4634,963255
2021-01-08,88.6423,90.2072,87.7714,89.3363,840403
2021-01-11,89.5227,90.2263,87.9822,88.6858,1409590
2021-01-12,88.6027,91.6954,87.1957,90.2884,621889
2021-01-13,90.3529,91.2336,87.999,88.8797,638358
2021-01-14,89.0942,89.5523,88.4689,88.927,1329802
2021-01-15,88.8518,89.4271,88.5621,89.1374,663368
2021-01-18,89.1666,90.4404,86.4103,87.684,1030553
2021-01-19,87.6543,91.7377,86.0145,90.0979,1774835
2021-01-20,90.1791,93.3445,88.9688,92.1343,463437
2021-01-21,92.3884,93.3952,90.6995,91.7063,566727
2021-01-22,91.5074,94.0154,90.3352,92.8431,1948346
2021-01-25,93.1024,93.9399,92.6246,93.4622,894886
2021-01-26,93.5551,95.7755,88.0788,90.2991,1061520
2021-01-27,90.4594,91.296,89.9705,90.8071,1540495
2021-01-28,90.8807,91.5758,90.2171,90.9122,1975244
2021-01-29,91.1142,91.5063,90.8053,91.1974,794002
2021-02-01,91.1023,92.3117,88.8058,90.0153,1094680
2021-02-02,90.1276,90.3808,89.6209,89.874,858764
2021-02-03,89.7468,90.421,89.1762,89.8504,1770168
2021-02-04,89.855,92.6604,88.7433,91.5486,1836519
2021-02-05,91.6483,92.7283,91.0576,92.1376,314974
2021-02-08,91.9724,92.9177,91.3414,92.2866,571644
2021-02-09,92.0436,95.6497,90.76,94.366,1331749
2021-02-10,94.5307,95.137,93.172,93.7782,634122
2021-02-11,93.9521,94.3792,92.984,93.4111,466766
2021-02-12,93.5039,95.1594,89.5974,91.2529,1796116
2021-02-15,91.1551,94.7552,89.8033,93.4033,1858756
2021-02-16,93.492,95.7794,92.4617,94.7492,695423
2021-02-17,94.5126,97.0574,93.4636,96.0085,1307855
2021-02-18,96.1021,97.5902,95.4422,96.9304,795088
2021-02-19,96.9747,97.8953,96.2095,97.1301,478736
2021-02-22,97.1984,98.0075,96.6494,97.4585,1787580
2021-02-23,97.4275,98.0537,96.5653,97.1914,209734
2021-02-24,97.0312,97.5925,96.4293,96.9906,778038
2021-02-25,97.1221,97.7392,96.5016,97.1188,292752
2021-02-26,97.0979,100.3407,95.8379,99.0807,1994560
2021-03-01,99.2265,100.236,98.7895,99.799,1153221
2021-03-02,99.7177,100.1378,99.3092,99.7293,1678305
2021-03-03,99.4827,99.9301,98.5574,99.0047,941157
2021-03-04,99.03,99.544,97.7105,98.2245,1724006
2021-03-05,98.2968,101.9697,96.606,100.2789,1234081
2021-03-08,100.5327,101.6132,99.8313,100.9118,606219
2021-03-09,101.1465,101.6034,100.5219,100.9788,223256
2021-03-10,100.7105,100.9938,100.2399,100.5232,590715
2021-03-11,100.6872,102.0625,97.7402,99.1155,1982486
2021-03-12,98.9736,99.5287,98.4938,99.0489,1554637
2021-03-15,99.166,100.8833,98.4512,100.1684,1794034
2021-03-16,100.096,101.0448,98.7218,99.6705,1688113
2021-03-17,99.5641,100.3645,98.5904,99.3908,1319160
2021-03-18,99.3838,100.21,98.2982,99.1244,604177
2021-03-19,99.1425,99.9812,98.4412,99.2798,921036
2021-03-22,99.3957,100.8834,95.7994,97.2871,570768
2021-03-23,97.3676,97.8158,96.5962,97.0444,1810834
2021-03-24,97.1482,98.2118,94.963,96.0266,638402
2021-03-25,95.9598,98.0428,95.1369,97.2199,1640903
2021-03-26,97.3233,98.3153,95.3122,96.3042,447700
2021-03-29,96.2148,97.6882,95.6312,97.1045,908922
2021-03-30,97.1672,100.1481,96.1016,99.0826,958160
2021-03-31,99.0585,99.7927,97.9715,98.7057,1515817
2021-04-01,98.7429,99.4438,97.2725,97.9735,1105243
2021-04-02,97.6899,99.0809,96.8638,98.2549,1697595
2021-04-05,98.2541,98.8999,97.6412,98.2869,1330699
2021-04-06,98.1218,99.2722,95.9186,97.0691,203695
2021-04-07,97.0026,98.5494,96.1611,97.7079,299636
2021-04-08,97.4581,102.3623,95.3884,100.2927,959191
2021-04-09,100.3871,101.1279,99.221,99.9617,545951
2021-04-12,100.1977,101.1438,98.7608,99.7069,612765
2021-04-13,99.6199,100.9037,97.1124,98.3962,410729
2021-04-14,98.163,99.2902,97.7029,98.83,1949853
2021-04-15,98.9014,99.9775,96.2061,97.2822,686016
2021-04-16,97.0645,97.9644,95.0416,95.9415,1427707
2021-04-19,96.167,98.6256,95.1756,97.6343,534413
2021-04-20,97.4131,98.057,95.8966,96.5405,434765
2021-04-21,96.4605,99.3812,95.0507,97.9715,1885290
2021-04-22,97.9683,101.0304,96.8702,99.9322,1071884
2021-04-23,99.7031,100.7577,99.2058,100.2603,872017
2021-04-26,100.1513,101.9527,99.1509,100.9524,554951
2021-04-27,100.8162,104.9349,99.2744,103.3931,450015
2021-04-28,103.5254,104.0253,102.578,103.0779,298098
2021-04-29,103.3786,104.6785,100.9698,102.2697,1399594
2021-04-30,102.1855,103.6172,99.088,100.5198,380325
2021-05-03,100.6951,101.1555,100.1016,100.562,1951231
2021-05-04,100.345,103.6422,99.1172,102.4144,721901
2021-05-05,102.4635,104.4161,101.6228,103.5755,1629942
2021-05-06,103.5336,104.8965,100.9547,102.3176,760455
2021-05-07,102.1876,103.3059,100.0756,101.1939,1366777
2021-05-10,101.3893,101.9626,99.9617,100.5351,1333984
2021-05-11,100.6837,101.5616,100.0148,100.8927,880690
2021-05-12,100.6711,101.045,100.2423,100.6163,569760
2021-05-13,100.491,101.6388,99.7264,100.8742,925935
2021-05-14,101.0676,101.6079,100.6904,101.2307,795576
2021-05-17,101.5298,102.066,100.2938,100.8299,743839
2021-05-18,100.8974,101.0784,100.5819,100.7628,612503
2021-05-19,100.9875,101.3133,100.6822,101.008,1651198
2021-05-20,101.3014,102.1761,100.0075,100.8822,840929
2021-05-21,101.0278,102.4242,100.1027,101.4991,1646010
2021-05-24,101.5872,105.5109,99.9027,103.8264,1344376
2021-05-25,103.6527,105.5305,102.6185,104.4963,1080910
2021-05-26,104.415,104.7452,104.1472,104.4774,1498474
2021-05-27,104.5548,106.0379,100.7812,102.2642,1751479
2021-05-28,102.5259,103.5022,101.7317,102.7081,464259
2021-05-31,102.586,104.5207,98.2671,100.2018,1373958
2021-06-01,100.1388,101.3788,97.1826,98.4226,678504
2021-06-02,98.1404,100.8272,96.8438,99.5306,1434010
2021-06-03,99.6481,101.5303,98.5475,100.4297,1097841
2021-06-04,100.3957,101.2272,99.4008,100.2323,683798
2021-06-07,100.4113,101.867,96.6176,98.0732,858666
2021-06-08,97.9165,98.5657,96.9944,97.6436,634817
2021-06-09,97.7371,98.5304,96.042,96.8352,1432845
2021-06-10,96.9358,98.4757,96.1605,97.7004,609911
2021-06-11,97.6795,102.4486,95.8213,100.5905,1777819
2021-06-14,100.4025,101.3603,99.8943,100.8521,1842519
2021-06-15,100.7933,101.3755,99.2711,99.8533,574378
2021-06-16,100.0001,101.398,96.9836,98.3815,1640445
2021-06-17,98.198,98.9586,97.5823,98.3429,1076513
2021-06-18,98.101,98.8135,97.4405,98.1531,1818669
2021-06-21,98.1311,99.0204,95.8497,96.7389,1192403
2021-06-22,96.5848,97.3792,96.1558,96.9502,1680930
2021-06-23,97.1251,98.3731,94.3127,95.5607,1827782
2021-06-24,95.7426,98.3915,94.4011,97.0499,1648853
2021-06-25,97.3092,99.4166,96.3398,98.4473,922513
2021-06-28,98.648,100.6733,97.8194,99.8447,984901
2021-06-29,99.9331,100.7572,98.4264,99.2506,749169
2021-06-30,99.0642,101.0602,97.9177,99.9137,1578111
2021-07-01,100.1073,100.9491,98.9073,99.749,334043
2021-07-02,99.8855,100.8755,98.2741,99.2641,499964
2021-07-05,99.4111,100.0536,98.209,98.8514,499107
2021-07-06,98.9685,100.0975,96.1078,97.2367,1380395
2021-07-07,97.4293,99.0434,93.8583,95.4725,1013905
2021-07-08,95.3567,97.7574,94.1623,96.563,276972
2021-07-09,96.663,97.4291,95.6242,96.3903,925047
2021-07-12,96.4003,97.2445,95.8904,96.7346,1938394
2021-07-13,96.6405,99.0523,95.6495,98.0614,802113
2021-07-14,97.9595,99.2269,94.649,95.9163,1783008
2021-07-15,95.7181,96.705,94.0225,95.0095,852711
2021-07-16,95.0046,96.1568,94.1772,95.3294,496921
2021-07-19,95.2543,96.5717,94.5986,95.916,287160
2021-07-20,95.8709,96.6838,94.709,95.522,1583678
2021-07-21,95.7236,97.8366,94.7944,96.9075,1066036
2021-07-22,97.013,97.7247,96.5223,97.2339,1682567
2021-07-23,97.3391,98.5769,94.5222,95.7601,1402267
2021-07-26,96.0382,96.9524,93.7574,94.6716,275610
2021-07-27,94.5113,96.6948,93.6086,95.7921,1257523
2021-07-28,95.7966,97.0553,95.2013,96.4599,1218998
2021-07-29,96.2241,97.5206,92.8411,94.1376,461156
2021-07-30,94.077,97.3068,92.7221,95.9519,956181
2021-08-02,96.2111,97.2329,95.7639,96.7856,888069
2021-08-03,96.5452,100.1386,94.9484,98.5419,1313745
2021-08-04,98.6942,99.2072,97.5744,98.0874,1397236
2021-08-05,98.3024,98.9571,97.0981,97.7528,1795460
2021-08-06,97.758,98.9464,95.1898,96.3782,305084
2021-08-09,96.5503,101.3833,94.8132,99.6462,1501317
2021-08-10,99.611,100.0643,98.9789,99.4322,615692
2021-08-11,99.3447,102.9658,97.8225,101.4436,580076
2021-08-12,101.4471,102.3313,99.7152,100.5994,829281
2021-08-13,100.4152,101.6689,99.5402,100.794,1198477
2021-08-16,100.6775,102.2822,97.0678,98.6725,233747
2021-08-17,98.5573,98.9031,97.8707,98.2165,1211139
2021-08-18,98.5043,100.6231,97.3725,99.4913,1674405
2021-08-19,99.3929,100.575,96.7422,97.9243,220500
2021-08-20,97.765,100.6292,96.4522,99.3164,1773506
2021-08-23,99.5784,100.0465,99.2868,99.7548,437339
2021-08-24,99.5385,100.486,97.4969,98.4444,1699136
2021-08-25,98.7196,99.7007,96.8623,97.8433,847065
2021-08-26,98.0508,99.024,96.3346,97.3078,853154
2021-08-27,97.3936,98.048,96.6445,97.2988,520426
2021-08-30,97.2567,97.7796,96.1539,96.6769,1207645
2021-08-31,96.5013,97.5154,94.6865,95.7006,627073
2021-09-01,95.4744,95.9585,94.9181,95.4021,556108
2021-09-02,95.1753,96.1667,93.2081,94.1996,1417001
2021-09-03,94.1143,95.4322,91.3721,92.69,1510133
2021-09-06,92.6384,93.1796,92.2331,92.7744,1930338
2021-09-07,93.0102,95.1961,91.8442,94.0301,1179504
2021-09-08,94.0505,95.5854,90.6868,92.2217,1024508
2021-09-09,92.4932,93.1269,91.7467,92.3804,1459371
2021-09-10,92.5029,93.2161,90.9995,91.7127,1362922
2021-09-13,91.5181,92.356,89.8082,90.6461,1852274
2021-09-14,90.6752,92.7181,89.8641,91.9069,1570534
2021-09-15,91.7191,92.4139,90.7198,91.4147,1803763
2021-09-16,91.1619,95.2628,89.3718,93.4727,1411325
2021-09-17,93.7216,94.462,91.8793,92.6197,1870461
2021-09-20,92.5296,94.1595,91.6232,93.2531,1382623
2021-09-21,93.0794,93.6244,92.5556,93.1006,1178119
2021-09-22,92.8781,93.2877,91.878,92.2875,202110
2021-09-23,92.3717,94.2341,91.3186,93.1809,714788
2021-09-24,93.1592,93.5615,92.7187,93.121,1765850
2021-09-27,92.8481,94.8606,92.005,94.0174,1394633
2021-09-28,94.1388,94.2825,93.9329,94.0766,490274
2021-09-29,93.9392,95.0603,91.705,92.8261,289970
2021-09-30,92.9823,93.3503,92.4719,92.8398,524888
2021-10-01,92.8335,93.5579,92.3229,93.0473,551851
2021-10-04,93.0672,95.2695,92.1905,94.3928,1117657
2021-10-05,94.3686,95.3335,92.3974,93.3623,677447
2021-10-06,93.4609,93.8038,93.1015,93.4445,1256358
2021-10-07,93.7192,95.4469,89.6775,91.4052,1518582
2021-10-08,91.5685,93.3031,90.662,92.3965,1560032
2021-10-11,92.1576,93.163,90.1795,91.1848,1599714
